order_number,order_date,financial_status,fulfillment_status,country,province,city,customer_ref,product_title,product_type,vendor,sku,variant_title,quantity,unit_price,line_discount,line_total,order_total,currency,source_name
#3647,2026-06-09,paid,fulfilled,France,Île-de-France,Versailles,cust_00614,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-02,,1,33.99,0,33.99,91.03,EUR,web
#3647,2026-06-09,paid,fulfilled,France,Île-de-France,Versailles,cust_00614,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-03,,1,13.17,0,13.17,91.03,EUR,web
#3768,2026-06-25,paid,fulfilled,France,Provence,Marseille,cust_00952,Ceramic Tea Kettle,Kitchen,Aurora Kitchen,SKU-0009-01,,1,13.93,0,13.93,35.24,EUR,web
#3768,2026-06-25,paid,fulfilled,France,Provence,Marseille,cust_00952,Copper Wall Mirror,Decor,Casa Bonita,SKU-0040-02,,1,15.19,0,15.19,35.24,EUR,web
#2673,2026-01-20,paid,fulfilled,Spain,Cataluña,Girona,cust_01063,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,Small,2,16.22,0,32.44,39.25,EUR,web
#1452,2025-10-02,paid,fulfilled,Spain,Valencia,Alicante,cust_00817,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,,1,17.85,0,17.85,21.6,EUR,web
#2889,2026-02-25,paid,fulfilled,Spain,Madrid,Madrid,cust_00684,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,,1,14.92,0,14.92,112.91,EUR,web
#2889,2026-02-25,paid,fulfilled,Spain,Madrid,Madrid,cust_00684,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0006-02,Large,2,27.52,0,55.04,112.91,EUR,web
#2889,2026-02-25,paid,fulfilled,Spain,Madrid,Madrid,cust_00684,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-03,Charcoal,1,23.35,0,23.35,112.91,EUR,web
#2264,2025-12-12,paid,fulfilled,Netherlands,Zuid-Holland,Den Haag,cust_00880,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,Natural,1,14.92,1.44,13.48,16.31,EUR,web
#3179,2026-04-07,paid,fulfilled,Spain,Galicia,A Coruña,cust_00839,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,2,32.28,0,64.56,78.12,EUR,web
#2152,2025-12-04,paid,fulfilled,Spain,Madrid,Madrid,cust_00468,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,2,31.82,0,63.64,77,EUR,mobile
#1302,2025-09-12,paid,fulfilled,France,Provence,Marseille,cust_00401,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,Charcoal,1,23.35,0,23.35,28.25,EUR,web
#1928,2025-11-16,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00131,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,,1,16.22,0,16.22,19.63,EUR,web
#3999,2026-07-31,paid,fulfilled,Spain,País Vasco,Bilbao,cust_00809,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0014-01,Charcoal,1,40.12,3.71,36.41,60.91,EUR,mobile
#3999,2026-07-31,paid,fulfilled,Spain,País Vasco,Bilbao,cust_00809,Ceramic Tea Kettle,Kitchen,Aurora Kitchen,SKU-0009-02,,1,13.93,0,13.93,60.91,EUR,mobile
#1336,2025-09-17,refunded,fulfilled,Germany,Hamburg,Hamburg,cust_01171,Walnut Wool Throw,Bedding,Nordic Sleep,SKU-0027-01,Large,1,63.89,0,63.89,77.31,EUR,pos
#2547,2026-01-01,paid,fulfilled,France,Occitanie,Toulouse,cust_00104,Copper Picture Frame,Decor,Casa Bonita,SKU-0050-01,Small,2,17.19,0,34.38,87.2,EUR,web
#2547,2026-01-01,paid,fulfilled,France,Occitanie,Toulouse,cust_00104,Walnut Linen Duvet,Bedding,Nordic Sleep,SKU-0017-02,,1,44.07,6.38,37.69,87.2,EUR,web
#2073,2025-11-28,paid,fulfilled,Spain,Galicia,A Coruña,cust_00077,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,Small,3,14.92,0,44.76,152.46,EUR,web
#2073,2025-11-28,paid,fulfilled,Spain,Galicia,A Coruña,cust_00077,Stone Espresso Mug,Kitchen,Aurora Kitchen,SKU-0005-02,,1,17.01,1.58,15.43,152.46,EUR,web
#2073,2025-11-28,paid,fulfilled,Spain,Galicia,A Coruña,cust_00077,Marble Bath Mat,Bath,Pure Bath,SKU-0052-03,Small,1,31.82,0,31.82,152.46,EUR,web
#2073,2025-11-28,paid,fulfilled,Spain,Galicia,A Coruña,cust_00077,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-04,,1,33.99,0,33.99,152.46,EUR,web
#3034,2026-03-16,paid,fulfilled,France,Provence,Nice,cust_00070,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0016-01,,1,23.74,0,23.74,201.6,EUR,web
#3034,2026-03-16,paid,fulfilled,France,Provence,Nice,cust_00070,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-02,Charcoal,4,23.39,6.65,86.91,201.6,EUR,web
#3034,2026-03-16,paid,fulfilled,France,Provence,Nice,cust_00070,Bamboo Table Lamp,Lighting,Lumen Co,SKU-0037-03,,1,39.74,0,39.74,201.6,EUR,web
#3034,2026-03-16,paid,fulfilled,France,Provence,Nice,cust_00070,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-04,Large,1,16.22,0,16.22,201.6,EUR,web
#1396,2025-09-24,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00394,Walnut Wool Throw,Bedding,Nordic Sleep,SKU-0027-01,,2,63.89,0,127.78,154.61,EUR,web
#2456,2025-12-26,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00346,Walnut Mattress Topper,Bedding,Nordic Sleep,SKU-0022-01,,1,62.76,11.8,50.96,61.66,EUR,web
#1903,2025-11-14,paid,fulfilled,Netherlands,Zuid-Holland,Rotterdam,cust_00328,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,3,31.82,0,95.46,115.51,EUR,web
#3812,2026-06-30,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00674,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,Small,2,23.35,0,46.7,56.51,EUR,web
#1095,2025-08-14,paid,fulfilled,Italy,Lazio,Roma,cust_00286,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,,1,32.28,0,32.28,294.97,EUR,web
#1095,2025-08-14,paid,fulfilled,Italy,Lazio,Roma,cust_00286,Copper Table Lamp,Lighting,Lumen Co,SKU-0030-02,,3,31.58,0,94.74,294.97,EUR,web
#1095,2025-08-14,paid,fulfilled,Italy,Lazio,Roma,cust_00286,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-03,,1,17.85,0,17.85,294.97,EUR,web
#1095,2025-08-14,paid,fulfilled,Italy,Lazio,Roma,cust_00286,Stone Wool Throw,Bedding,Nordic Sleep,SKU-0019-04,,3,39.48,19.53,98.91,294.97,EUR,web
#1705,2025-10-29,paid,fulfilled,Spain,Valencia,Alicante,cust_00170,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,Charcoal,1,14.92,0,14.92,18.05,EUR,web
#2289,2025-12-14,paid,fulfilled,Italy,Lombardia,Milano,cust_00742,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-01,Large,2,23.39,0,46.78,197.28,EUR,web
#2289,2025-12-14,paid,fulfilled,Italy,Lombardia,Milano,cust_00742,Marble Bath Mat,Bath,Pure Bath,SKU-0052-02,Medium,3,31.82,0,95.46,197.28,EUR,web
#2289,2025-12-14,paid,fulfilled,Italy,Lombardia,Milano,cust_00742,Stone Espresso Mug,Kitchen,Aurora Kitchen,SKU-0015-03,,1,20.8,0,20.8,197.28,EUR,web
#2328,2025-12-16,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00232,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,4,13.17,0,52.68,102.8,EUR,web
#2328,2025-12-16,paid,fulfilled,Netherlands,Noord-Holland,Haarlem,cust_00232,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-02,,1,32.28,0,32.28,102.8,EUR,web
#3611,2026-06-03,paid,fulfilled,Spain,Andalucía,Sevilla,cust_01114,Copper String Lights,Lighting,Lumen Co,SKU-0035-01,Large,1,40.63,5.44,35.19,42.58,EUR,web
#3279,2026-04-20,paid,fulfilled,France,Île-de-France,Versailles,cust_00027,Marble Cotton Sheet Set,Bedding,Nordic Sleep,SKU-0026-01,,1,66.77,0,66.77,80.79,EUR,web
#3503,2026-05-20,paid,fulfilled,France,Occitanie,Toulouse,cust_00104,Linen Table Runner,Decor,Casa Bonita,SKU-0046-01,Charcoal,1,22.74,0,22.74,123,EUR,web
#3503,2026-05-20,paid,fulfilled,France,Occitanie,Toulouse,cust_00104,Walnut Soap Dispenser,Bath,Pure Bath,SKU-0053-02,,1,31.22,0,31.22,123,EUR,web
#3503,2026-05-20,paid,fulfilled,France,Occitanie,Toulouse,cust_00104,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-03,Charcoal,1,13.17,0,13.17,123,EUR,web
#3503,2026-05-20,paid,fulfilled,France,Occitanie,Toulouse,cust_00104,Terracotta Pendant Light,Lighting,Lumen Co,SKU-0038-04,Charcoal,1,38.48,3.96,34.52,123,EUR,web
#3048,2026-03-17,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00175,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-01,,1,25.7,0,25.7,65.09,EUR,mobile
#3048,2026-03-17,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00175,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-02,Charcoal,1,13.17,0,13.17,65.09,EUR,mobile
#3048,2026-03-17,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00175,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-03,,1,14.92,0,14.92,65.09,EUR,mobile
#1206,2025-08-31,paid,fulfilled,Spain,País Vasco,Bilbao,cust_00860,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0012-01,,1,15.09,0,15.09,123.35,EUR,web
#1206,2025-08-31,paid,fulfilled,Spain,País Vasco,Bilbao,cust_00860,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-02,Large,1,23.35,0,23.35,123.35,EUR,web
#1206,2025-08-31,paid,fulfilled,Spain,País Vasco,Bilbao,cust_00860,Walnut Soap Dispenser,Bath,Pure Bath,SKU-0053-03,,1,31.22,0,31.22,123.35,EUR,web
#1206,2025-08-31,paid,fulfilled,Spain,País Vasco,Bilbao,cust_00860,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-04,,1,32.28,0,32.28,123.35,EUR,web
#1896,2025-11-14,paid,fulfilled,Spain,Cataluña,Barcelona,cust_00924,Stone Espresso Mug,Kitchen,Aurora Kitchen,SKU-0005-01,,1,17.01,0,17.01,20.58,EUR,pos
#2984,2026-03-08,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00791,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-01,Natural,1,25.7,0,25.7,31.1,EUR,web
#2195,2025-12-07,paid,fulfilled,Spain,Valencia,Valencia,cust_00905,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-01,,1,24.54,0,24.54,29.69,EUR,web
#1792,2025-11-06,paid,fulfilled,Spain,Cataluña,Girona,cust_00811,Linen Reading Light,Lighting,Lumen Co,SKU-0036-01,Medium,2,30.35,4.79,55.91,164.74,EUR,mobile
#1792,2025-11-06,paid,fulfilled,Spain,Cataluña,Girona,cust_00811,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0014-02,Small,2,40.12,0,80.24,164.74,EUR,mobile
#1072,2025-08-11,partially_refunded,fulfilled,Spain,Andalucía,Sevilla,cust_00750,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0016-01,,2,23.74,0,47.48,57.45,EUR,web
#2732,2026-01-29,paid,fulfilled,Germany,Berlin,Berlin,cust_00369,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,6.09,25.73,31.13,EUR,web
#1422,2025-09-28,paid,fulfilled,Spain,Galicia,A Coruña,cust_01103,Oak Bath Towel Set,Bath,Pure Bath,SKU-0051-01,,1,25.27,0,25.27,146.64,EUR,web
#1422,2025-09-28,paid,fulfilled,Spain,Galicia,A Coruña,cust_01103,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-02,Charcoal,1,32.28,0,32.28,146.64,EUR,web
#1422,2025-09-28,paid,fulfilled,Spain,Galicia,A Coruña,cust_01103,Marble Bath Mat,Bath,Pure Bath,SKU-0052-03,,2,31.82,0,63.64,146.64,EUR,web
#2276,2025-12-13,paid,fulfilled,Spain,Galicia,Vigo,cust_00508,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,,1,23.35,1.27,22.08,111.14,EUR,pos
#2276,2025-12-13,paid,fulfilled,Spain,Galicia,Vigo,cust_00508,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-02,Small,1,16.22,0,16.22,111.14,EUR,pos
#2276,2025-12-13,paid,fulfilled,Spain,Galicia,Vigo,cust_00508,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-03,,3,17.85,0,53.55,111.14,EUR,pos
#3429,2026-05-12,paid,fulfilled,Spain,Andalucía,Málaga,cust_00071,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,4.59,27.23,32.95,EUR,web
#1962,2025-11-19,paid,fulfilled,Portugal,Lisboa,Lisboa,cust_00246,Ceramic Shower Curtain,Bath,Pure Bath,SKU-0054-01,Medium,1,32.3,0,32.3,39.08,EUR,pos
#3331,2026-04-28,paid,fulfilled,Spain,Madrid,Alcalá de Henares,cust_00487,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,3.2,28.62,34.63,EUR,web
#3932,2026-07-20,paid,unfulfilled,Spain,Galicia,A Coruña,cust_01070,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,,1,16.22,0,16.22,53.75,EUR,web
#3932,2026-07-20,paid,unfulfilled,Spain,Galicia,A Coruña,cust_01070,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-02,,1,32.28,4.08,28.2,53.75,EUR,web
#1098,2025-08-14,paid,fulfilled,Spain,Valencia,Valencia,cust_00085,Brass Candle Holder,Lighting,Lumen Co,SKU-0034-01,,1,43.61,0,43.61,70.82,EUR,web
#1098,2025-08-14,paid,fulfilled,Spain,Valencia,Valencia,cust_00085,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-02,,1,14.92,0,14.92,70.82,EUR,web
#2232,2025-12-10,partially_refunded,fulfilled,Spain,País Vasco,San Sebastián,cust_00697,Marble Cotton Sheet Set,Bedding,Nordic Sleep,SKU-0026-01,Large,2,66.77,0,133.54,161.58,EUR,mobile
#3017,2026-03-14,paid,fulfilled,Germany,Berlin,Berlin,cust_00208,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-01,,1,24.54,0,24.54,111.59,EUR,web
#3017,2026-03-14,paid,fulfilled,Germany,Berlin,Berlin,cust_00208,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-02,Natural,3,25.7,9.42,67.68,111.59,EUR,web
#1951,2025-11-18,paid,fulfilled,Germany,Hamburg,Hamburg,cust_01175,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,89.6,EUR,web
#1951,2025-11-18,paid,fulfilled,Germany,Hamburg,Hamburg,cust_01175,Copper Scented Candle,Decor,Casa Bonita,SKU-0045-02,,1,8.24,0,8.24,89.6,EUR,web
#1951,2025-11-18,paid,fulfilled,Germany,Hamburg,Hamburg,cust_01175,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-03,,1,33.99,0,33.99,89.6,EUR,web
#2941,2026-03-03,paid,fulfilled,Spain,Cataluña,Barcelona,cust_00486,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,1,13.17,2.6,10.57,12.79,EUR,mobile
#3073,2026-03-21,paid,fulfilled,France,Île-de-France,Paris,cust_00580,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-01,,1,25.7,1.55,24.15,65.95,EUR,web
#3073,2026-03-21,paid,fulfilled,France,Île-de-France,Paris,cust_00580,Linen Reading Light,Lighting,Lumen Co,SKU-0036-02,,1,30.35,0,30.35,65.95,EUR,web
#3302,2026-04-25,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00534,Copper Scented Candle,Decor,Casa Bonita,SKU-0045-01,Natural,2,8.24,0,16.48,64.44,EUR,web
#3302,2026-04-25,paid,fulfilled,Spain,Andalucía,Sevilla,cust_00534,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-02,,2,22.58,8.38,36.78,64.44,EUR,web
#1870,2025-11-12,paid,fulfilled,Spain,Cataluña,Girona,cust_00923,Marble Bath Towel Set,Bath,Pure Bath,SKU-0057-01,,3,25.7,0,77.1,93.29,EUR,web
#2852,2026-02-20,paid,fulfilled,Spain,Andalucía,Málaga,cust_00010,Walnut Mixing Bowl,Kitchen,Aurora Kitchen,SKU-0008-01,,1,38.08,0,38.08,150.12,EUR,web
#2852,2026-02-20,paid,fulfilled,Spain,Andalucía,Málaga,cust_00010,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-02,,1,17.85,0,17.85,150.12,EUR,web
#2852,2026-02-20,paid,fulfilled,Spain,Andalucía,Málaga,cust_00010,Stone Serving Platter,Kitchen,Aurora Kitchen,SKU-0010-03,,1,28.1,0,28.1,150.12,EUR,web
#2852,2026-02-20,paid,fulfilled,Spain,Andalucía,Málaga,cust_00010,Bamboo Garden Lantern,Outdoor,Terra Garden,SKU-0059-04,Small,1,40.04,0,40.04,150.12,EUR,web
#3761,2026-06-24,paid,fulfilled,Portugal,Lisboa,Lisboa,cust_00288,Oak Chef Knife,Kitchen,Aurora Kitchen,SKU-0001-02,,2,24.54,4.94,44.14,115.36,EUR,web
#3761,2026-06-24,paid,fulfilled,Portugal,Lisboa,Lisboa,cust_00288,Walnut Mattress Topper,Bedding,Nordic Sleep,SKU-0022-03,,1,62.76,11.56,51.2,115.36,EUR,web
#3188,2026-04-08,paid,fulfilled,Spain,Galicia,A Coruña,cust_00730,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,2,31.82,8.04,55.6,67.28,EUR,mobile
#3759,2026-06-24,paid,fulfilled,France,Occitanie,Toulouse,cust_00844,Ceramic Cast Iron Pan,Kitchen,Aurora Kitchen,SKU-0004-01,Charcoal,1,22.58,0,22.58,259.22,EUR,web
#3759,2026-06-24,paid,fulfilled,France,Occitanie,Toulouse,cust_00844,Walnut Linen Duvet,Bedding,Nordic Sleep,SKU-0017-02,,1,44.07,0,44.07,259.22,EUR,web
#3759,2026-06-24,paid,fulfilled,France,Occitanie,Toulouse,cust_00844,Brass Candle Holder,Lighting,Lumen Co,SKU-0034-03,,2,43.61,0,87.22,259.22,EUR,web
#3759,2026-06-24,paid,fulfilled,France,Occitanie,Toulouse,cust_00844,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0012-04,,4,15.09,0,60.36,259.22,EUR,web
#3860,2026-07-08,refunded,fulfilled,Italy,Lombardia,Bergamo,cust_01189,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0016-01,,2,23.74,0,47.48,75.5,EUR,web
#3860,2026-07-08,refunded,fulfilled,Italy,Lombardia,Bergamo,cust_01189,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-02,,1,14.92,0,14.92,75.5,EUR,web
#1406,2025-09-26,refunded,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_01101,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,0,31.82,116.62,EUR,web
#1406,2025-09-26,refunded,fulfilled,Netherlands,Noord-Holland,Amsterdam,cust_01101,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-02,,2,32.28,0,64.56,116.62,EUR,web
#3779,2026-06-27,paid,fulfilled,Portugal,Lisboa,Lisboa,cust_00481,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0006-01,,1,27.52,0,27.52,76.5,EUR,web
#3779,2026-06-27,paid,fulfilled,Portugal,Lisboa,Lisboa,cust_00481,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-02,,2,17.85,0,35.7,76.5,EUR,web
#1534,2025-10-12,paid,fulfilled,Spain,Galicia,Vigo,cust_00084,Copper Scented Candle,Decor,Casa Bonita,SKU-0045-01,Natural,1,8.24,0,8.24,266.74,EUR,web
#1534,2025-10-12,paid,fulfilled,Spain,Galicia,Vigo,cust_00084,Marble Quilted Bedspread,Bedding,Nordic Sleep,SKU-0021-02,Natural,3,63.83,26.06,165.43,266.74,EUR,web
#1534,2025-10-12,paid,fulfilled,Spain,Galicia,Vigo,cust_00084,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-03,,2,23.39,0,46.78,266.74,EUR,web
#1554,2025-10-14,paid,fulfilled,Italy,Lazio,Roma,cust_00230,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-01,,3,13.17,0,39.51,47.81,EUR,web
#1506,2025-10-09,paid,fulfilled,Portugal,Lisboa,Lisboa,cust_01142,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-01,Large,2,32.28,0,64.56,78.12,EUR,web
#3184,2026-04-08,paid,fulfilled,Spain,País Vasco,Bilbao,cust_01106,Stone Quilted Bedspread,Bedding,Nordic Sleep,SKU-0029-01,Large,1,33.99,1.95,32.04,38.77,EUR,web
#2447,2025-12-25,paid,fulfilled,France,Provence,Nice,cust_00070,Ceramic Shower Curtain,Bath,Pure Bath,SKU-0054-01,,1,32.3,0,32.3,39.08,EUR,web
#3539,2026-05-25,paid,fulfilled,Spain,Cataluña,Barcelona,cust_00701,Copper Scented Candle,Decor,Casa Bonita,SKU-0045-01,Large,1,8.24,0,8.24,63.3,EUR,web
#3539,2026-05-25,paid,fulfilled,Spain,Cataluña,Barcelona,cust_00701,Walnut Linen Duvet,Bedding,Nordic Sleep,SKU-0017-02,Charcoal,1,44.07,0,44.07,63.3,EUR,web
#1563,2025-10-15,paid,fulfilled,France,Provence,Marseille,cust_00752,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-01,Natural,2,23.39,0,46.78,96.49,EUR,web
#1563,2025-10-15,paid,fulfilled,France,Provence,Marseille,cust_00752,Copper Scented Candle,Decor,Casa Bonita,SKU-0045-02,,4,8.24,0,32.96,96.49,EUR,web
#3939,2026-07-21,paid,fulfilled,Spain,Valencia,Valencia,cust_00931,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,Medium,1,31.82,0,31.82,38.5,EUR,web
#2451,2025-12-25,refunded,fulfilled,Spain,Valencia,Alicante,cust_00831,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,Medium,1,16.22,0,16.22,19.63,EUR,web
#3232,2026-04-15,paid,fulfilled,Italy,Lazio,Roma,cust_00011,Copper String Lights,Lighting,Lumen Co,SKU-0035-01,Small,1,40.63,0,40.63,49.16,EUR,web
#3913,2026-07-16,paid,fulfilled,Spain,Andalucía,Sevilla,cust_01048,Walnut Soap Dispenser,Bath,Pure Bath,SKU-0053-01,,2,31.22,8.37,54.07,65.42,EUR,web
#2637,2026-01-15,paid,fulfilled,France,Île-de-France,Versailles,cust_00304,Terracotta Woven Basket,Decor,Casa Bonita,SKU-0043-01,Medium,2,17.85,6.5,29.2,35.33,EUR,web
#1328,2025-09-16,paid,fulfilled,Germany,Bayern,Nürnberg,cust_00219,Brass Ceramic Vase,Decor,Casa Bonita,SKU-0049-01,,3,16.22,0,48.66,77.14,EUR,web
#1328,2025-09-16,paid,fulfilled,Germany,Bayern,Nürnberg,cust_00219,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0012-02,Medium,1,15.09,0,15.09,77.14,EUR,web
#1583,2025-10-17,paid,fulfilled,France,Île-de-France,Versailles,cust_01073,Bamboo Garden Lantern,Outdoor,Terra Garden,SKU-0059-01,,2,40.04,12.54,67.54,81.72,EUR,web
#1227,2025-09-02,paid,fulfilled,France,Île-de-France,Versailles,cust_00614,Marble Bath Mat,Bath,Pure Bath,SKU-0052-01,,1,31.82,3.87,27.95,33.82,EUR,web
#2538,2025-12-31,paid,fulfilled,Spain,Andalucía,Sevilla,cust_01137,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0016-01,,1,23.74,0,23.74,135.1,EUR,web
#2538,2025-12-31,paid,fulfilled,Spain,Andalucía,Sevilla,cust_01137,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-02,Medium,1,23.35,0,23.35,135.1,EUR,web
#2538,2025-12-31,paid,fulfilled,Spain,Andalucía,Sevilla,cust_01137,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-03,,2,32.28,0,64.56,135.1,EUR,web
#3894,2026-07-13,paid,partial,Spain,Madrid,Alcalá de Henares,cust_00691,Terracotta Wall Sconce,Lighting,Lumen Co,SKU-0033-01,Large,1,24.53,0,24.53,29.68,EUR,web
#3108,2026-03-28,paid,fulfilled,France,Occitanie,Toulouse,cust_00022,Bamboo Garden Lantern,Outdoor,Terra Garden,SKU-0059-01,,1,40.04,0,40.04,161.66,EUR,web
#3108,2026-03-28,paid,fulfilled,France,Occitanie,Toulouse,cust_00022,Terracotta Outdoor Cushion,Outdoor,Terra Garden,SKU-0060-02,,4,23.39,0,93.56,161.66,EUR,web
#3704,2026-06-17,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00113,Copper Wall Mirror,Decor,Casa Bonita,SKU-0040-01,,1,15.19,1.62,13.57,88.95,EUR,web
#3704,2026-06-17,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00113,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-02,,1,32.28,0,32.28,88.95,EUR,web
#3704,2026-06-17,paid,fulfilled,Italy,Lombardia,Bergamo,cust_00113,Stone Robe,Bath,Pure Bath,SKU-0055-03,Large,1,27.66,0,27.66,88.95,EUR,web
#2716,2026-01-27,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00441,Oak Linen Duvet,Bedding,Nordic Sleep,SKU-0025-01,,1,28.38,4.65,23.73,67.77,EUR,web
#2716,2026-01-27,paid,fulfilled,Portugal,Lisboa,Cascais,cust_00441,Bamboo Picture Frame,Decor,Casa Bonita,SKU-0042-02,Large,1,32.28,0,32.28,67.77,EUR,web
#3530,2026-05-23,paid,fulfilled,Spain,Galicia,A Coruña,cust_00066,Brass Wall Art Print,Decor,Casa Bonita,SKU-0044-01,Natural,1,23.35,0,23.35,28.25,EUR,pos
#2392,2025-12-21,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00998,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,Large,1,14.92,0,14.92,32.92,EUR,web
#2392,2025-12-21,paid,fulfilled,Germany,Hamburg,Hamburg,cust_00998,Marble Cutting Board,Kitchen,Aurora Kitchen,SKU-0002-02,,1,13.17,0.88,12.29,32.92,EUR,web
#1166,2025-08-25,paid,fulfilled,Spain,Valencia,Alicante,cust_00392,Bamboo Bookend Pair,Decor,Casa Bonita,SKU-0047-01,,2,14.92,5.73,24.11,85.57,EUR,pos
#1166,2025-08-25,paid,fulfilled,Spain,Valencia,Alicante,cust_00392,Ceramic Weighted Blanket,Bedding,Nordic Sleep,SKU-0023-02,Medium,1,19.09,0,19.09,85.57,EUR,pos
#1166,2025-08-25,paid,fulfilled,Spain,Valencia,Alicante,cust_00392,Oak Storage Jar,Kitchen,Aurora Kitchen,SKU-0006-03,,1,27.52,0,27.52,85.57,EUR,pos
